class,code,name,prof,time,grade,score,number
실험실습,EEE3058-41,전력시스템실험,김철환,화18:00-18:50【22111】 화19:00-19:50【22111】 화20:00-20:50【22111】 화21:00-21:45【22111】,2,4.68,42
전공일반,EEE3059-41,아날로그디지털혼성집적회로설계,이강윤,화12:00-13:15【26223】 목13:30-14:45【26223】,3,3.92,12
전공일반,EEE3060-41,아날로그CMOS집적회로설계,이상현,화15:00-16:15【400102】 목16:30-17:45【400102】,3,0,5
전공,CHS4001-01,[도전학기] 핀테크인턴십,송교직,미지정,3,0,0
전공,TRA4020-01,국제지역경제론,김보현,금12:00-13:15【31505】 금13:30-14:45【31505】,3,0,3
전공,TRA4020-02,국제지역경제론,박지문,월12:00-13:15【31505】【1.5h(ON)+1.5h(OFF)】,3,0,1
전공,TRA4031-01,중국통상·물류특강,박명섭,수15:00-16:15【31505】【1.5h(ON)+1.5h(OFF)】,3,0,4
전공,EAS4247-01,동아시아문화와공공외교,김소연,화09:00-10:15【10504】 화10:30-11:45【10504】,3,0,0
전공,CRD7001-41,과학에서의가치와사회적책임,김한나,수18:00-18:50【미지정】 수19:00-19:50【미지정】 수20:00-20:50【미지정】,3,0,1
전공,DHC7003-41,헬스케어예측모형연구방법론,김경아,수18:00-18:50【미지정】 수19:00-19:50【미지정】 수20:00-20:50【미지정】,3,0,2
전공,DHC7005-41,의료AI를위한수학통계,유광선,수13:00-13:50【미지정】 수14:00-14:50【미지정】 수15:00-15:50【미지정】,3,0,7
전공,MBH7502-41,전문바이오헬스트랙현장실습2,이정헌,미지정,3,0,0
전공,IPH7007-41,광공학개론,김인기,수13:30-14:45【86106】【1.5h(ON)+1.5h(OFF)】,3,0,0
전공,GSGE013-81,SFEP(SKKU Field Experience Program),김경환,미지정,2,0,0
전공,GSGE014-81,창업융합캡스톤디자인1,김경환,토10:30-11:50【85702】,2,0,0
전공,GSGE019-81,창업융합캡스톤디자인2,김경환,토13:00-14:20【85702】,2,0,1
전공일반,GEC3416-01,Risk and Portfolio Management,한철우,화09:00-10:15【9B208】 화10:30-11:45【9B208】,3,3,3
전공핵심,ESM2010-41,인간공학및실습,공용구,화12:00-12:50【26513】 화13:00-13:50【26513】【1h(ON)+2h(OFF)】,3,4.19,28
전공핵심,COM3005-02,운영체제,이문규,수18:00-19:15【50213】 수19:30-20:45【50213】,3,0,28
전공핵심,PAD2019-01,전략적기획과성과관리,이슬기,금12:00-13:15【61801】 금13:30-14:45【61801】,3,0,1
전공핵심,CON3013-01,지속가능소비,이성림,월13:30-14:45【50407】 수12:00-13:15【50407】,3,2.87,45
전공(대학원)/전공,CON4010-01,프로슈머와플랫폼경제,이성림,수15:00-16:15【50407】 수16:30-17:45【50407】,3,0,13
실험실습,IBT3069-41,면역학실험,송민경,목18:00-18:50【62B08】 목19:00-19:50【62B08】 목20:00-20:50【62B08】 목21:00-21:45【62B08】,2,0,36
전공핵심,PHR2020-41,의약화학,박현주,수10:00-10:50【530254】 수11:00-11:50【530254】 수12:00-12:50【530254】,3,4.5,61
전공핵심,PHR2022-41,독성학,김형식,월09:00-09:50【530154】 월10:00-10:50【530154】 월11:00-11:50【530154】,3,2.33,59
전공일반,PHR3052-41,임상독성학,김형식,화10:30-11:45【530154】【0.5h(ON)+1.5h(OFF)】,2,0,39
전공일반,ECO3018-I1,국제통상론,김영한,【iCampus 수업】,3,4.19,276
전공(대학원)/전공,ERC7002-41,NFT이해와활용,김정엽,화12:00-13:15【26117】 목13:30-14:45【26117】,3,4,15
전공핵심,ADD3051-41,건축종합설계스튜디오6,손세형,화13:30-14:45【22530】 화15:00-16:15【22530】 화16:30-17:45【22530】 화18:00-19:10【22530】 금13:30-14:45【22530】 금15:00-16:15【22530】 금16:30-17:45【22530】 금18:00-19:10【22530】,6,4.25,6
전공일반,IKS3010-01,한국역사탐방,김예진,금13:30-14:45【9B320】【1.5h(ON)+1.5h(OFF)】,3,4.5,37
전공일반,CHI3012-01,고급중회화2,위펑,화10:30-11:45【31602】 목09:00-10:15【31602】,3,5,8
전공일반,CHI3018-01,중작문실습,위펑,화12:00-13:15【31609】 목13:30-14:45【31609】,3,5,28
전공일반,PHL3034-01,형이상학특강,설민,화13:30-14:45【31508B】 목12:00-13:15【31508B】,3,0,41
전공일반,MAE2026-01,행렬론,조윤형,수10:30-11:45【50415】【1.5h(ON)+1.5h(OFF)】,3,5,38
전공일반,MAE3007-01,미분기하학2,조윤형,수13:30-14:45【50411】【1.5h(ON)+1.5h(OFF)】,3,5,17
전공일반,MAE3021-01,해석학특강,김형준,월16:30-17:45【50402】【1.5h(ON)+1.5h(OFF)】,3,3,13
전공일반,PRS3002-01,청년과사회복지,한창근,목10:30-11:45【61604】【1.5h(ON)+1.5h(OFF)】,3,0,25
전공일반,PSD3069-01,시민사회와정치,이재경,화15:00-16:15【61705】 목16:30-17:45【61705】,3,4.5,62
전공일반,EBM2038-41,공업수학II,최문택,수13:30-14:45【61209】【1.5h(ON)+1.5h(OFF)】,3,0,13
전공핵심,GBE2040-41,바이오메디컬열역학,김태형,금12:00-12:50【86102】 금13:00-13:50【86102】【1h(ON)+2h(OFF)】,3,0,8
전공일반,DES2033-02,디자인프로시저,정민희,화13:00-13:50【61207】 화14:00-14:50【61207】【1h(ON)+2h(OFF)】,3,5,14
전공일반/전공핵심,ICE2001-43,논리회로,오새룬터,월12:00-13:15【400112】 수13:30-14:45【400112】,3,0,54
전공핵심,PHR2038-41,유기약화학,권용석,월15:00-15:50【530250】 월16:00-16:50【530250】 화13:00-13:50【530250】 화14:00-14:50【530250】,4,5,66
전공일반,PHR3074-41,비처방약,오성곤,수09:00-09:50【530154】 수10:00-10:50【530154】,2,0,52
전공일반,FDM3094-01,재킷코트패턴설계구성,윤미경,화15:00-16:15【62901】 화16:30-17:45【62901】,3,3,15
전공일반,MED3148-41,"핵심과정1(순환기학,신장학,호흡기학)",박택규,월09:00-09:50【711127】 월10:00-10:50【711127】 월11:00-11:50【711127】 월13:00-13:50【711127】 월14:00-14:50【711127】 월15:00-15:50【711127】 월16:00-16:50【711127】 화09:00-09:50【711127】 화10:00-10:50,12,0,1
전공핵심,MTH2007-41,미분방정식,윤석배,월12:00-13:15【31316】 수13:30-14:45【31316】,3,4.6,75
전공일반,ICE2016-41,기초공학수학1,이주원,월09:00-10:15【22211】 수10:30-11:45【22211】,3,5,64
전공,SDI7002-41,융합캡스톤경험디자인,김정엽,화13:30-14:45【26119A】 목12:00-13:15【26119A】,3,0,4
전공일반,BUS3031-01,마케팅커뮤니케이션,홍수정,월09:00-10:15【33503】 월10:30-11:45【33503】,3,0,64
전공핵심,ECO2002-01,경제학원론2,이규인,월09:00-10:15【31704】 월10:30-11:45【31704】,3,4.93,63
전공일반,INT3001-01,국제경제기구론,홍란주,화12:00-13:15【31405】【1.5h(ON)+1.5h(OFF)】,3,3.93,74
전공일반,INT3004-01,지역통상론,손정현,화09:00-10:15【33402】 화10:30-11:45【33402】,3,0,28
전공일반,CAL3141-41,지반구조물설계,유충식,월10:30-11:45【26217A】 수09:00-10:15【26217A】,3,5,11
전공일반,CAL3142-41,환경변화와스마트대응기술,김형수,화12:00-13:15【22111】 목13:30-14:45【22111】,3,4.3,6
전공핵심,ADD2033-43,건축종합설계스튜디오4,홍성준,월13:30-14:45【22527】 월15:00-16:15【22527】 월16:30-17:45【22527】 월18:00-19:10【22527】 목13:30-14:45【22527】 목15:00-16:15【22527】 목16:30-17:45【22527】 목18:00-19:10【22527】,6,0,6
전공핵심,EME2008-42,유체역학,이진기,화15:00-16:15【22312】 목16:30-17:45【22312】,3,4.46,40
실험실습,EME3056-43,열유체공학설계실습,이진기,수15:00-15:50【22306】 수16:00-16:50【22306】 수17:00-17:50【22306】 수18:00-18:50【22306】 수19:00-19:50【22306】 수20:00-20:50【22306】,3,3.93,33
전공(대학원)/전공,EME4905-41,융합비즈니스모델기획,조승범,수09:00-10:15【22302】 수10:30-11:45【22302】,3,0,2
전공일반,CLA2003-04,인문학명저산책,엄지은,화18:00-19:15【31603】【1.5h(ON)+1.5h(OFF)】,3,3.84,23
전공일반,LIS3019-01,정보사회론,서지영,월09:00-10:15【31503】 월10:30-11:45【31503】,3,0,36
전공일반,SPT2030-41,체육측정평가,황수웅,월09:00-10:15【51307】 월10:30-11:45【51307】,3,5,46
전공핵심,PHR2026-41,약제학2,윤유석,목10:30-11:45【530154】【0.5h(ON)+1.5h(OFF)】,2,3,55
전공핵심,PHR3001-41,약사법규,이상원,목09:00-09:50【530254】 목10:00-10:50【530254】 목11:00-11:50【530254】,3,0,61
실험실습,PHR3015-41,약학연구1,윤유석,화17:00-17:50【미지정】 화18:00-18:50【미지정】 화19:00-19:50【미지정】 화20:00-20:50【미지정】 화21:00-21:45【미지정】 화21:45-22:30【미지정】 토19:00-19:50【미지정】 토20:00-20:50【미지정】 토21:00-21:45【미지정】 토21:45-22:30【미지정】,5,0,0
실험실습,PHR3016-41,약학연구2,윤유석,토09:00-09:50【미지정】 토10:00-10:50【미지정】 토11:00-11:50【미지정】 토12:00-12:50【미지정】 토13:00-13:50【미지정】 토14:00-14:50【미지정】 토15:00-15:50【미지정】 토16:00-16:50【미지정】 토17:00-17:50【미지정】 토18:00-18:50【미지정】,5,0,0
전공일반,PHR3096-41,제제설계학,이기영,수11:00-11:50【530154】 수12:00-12:50【530154】,2,0,53
전공핵심,PHR3124-41,약학실무실습3,윤유석,금19:00-19:50【미지정】 금20:00-20:50【미지정】,2,0,1
전공일반,PHR3143-41,바이오제약산업개론,이상원,목19:00-19:50【530150】 목20:00-20:50【530150】 목21:00-21:45【530150】,3,0,0
전공일반,DES3040-02,프로페셔날종합설계프로젝트,차인호,수15:00-16:15【61209】 수16:30-17:45【61209】,3,0,10
전공핵심,MED2031-41,인체의구조와발생,김문영,수09:00-09:50【711112】 수10:00-10:50【711112】 수11:00-11:50【711112】【2h(ON)+3h(OFF)】,5,0,0
전공(대학원)/전공,CHY4008-41,화학현장실습4,김영독,미지정,4,0,0
전공,CRD7003-41,RealWorldData(RWD)를활용한임상연구,강단비,목18:00-18:50【미지정】 목19:00-19:50【미지정】 목20:00-20:50【미지정】,3,0,1
전공핵심/전공일반,BUS2028-03,조직행동,이현주,목09:00-10:15【33306】 목10:30-11:45【33306】,3,0,59
전공핵심,ECO2004-04,거시경제학,이준상,월10:30-11:45【33301】【1.5h(ON)+1.5h(OFF)】,3,4.6,92
전공일반,ECO2011-03,경제통계분석,안희욱,화09:00-10:15【31704】 화10:30-11:45【31704】,3,0,69
전공일반,ECO3032-01,교육경제학,이지윤,목09:00-10:15【33402】 목10:30-11:45【33402】,3,4.35,34
전공일반,INT3002-01,글로벌시장전략,오충헌,월09:00-10:15【33402】 월10:30-11:45【33402】,3,0,38
전공일반,ADD2030-41,건축시공관리,박영환,수18:00-19:15【22410】 수19:30-20:45【22410】,3,5,48
전공일반,STP2001-41,산업재산권법,이승훈,금15:00-16:15【26117】 금16:30-17:45【26117】,3,0,7
전공일반,ESM3095-41,혁신전략과경영,권석범,화12:00-13:15【26421】【1.5h(ON)+1.5h(OFF)】,3,5,31
전공(대학원)/전공,LIS4025-01,메타데이터관리연구,고영만,수18:00-19:15【31302】 수19:30-20:45【31302】,3,4,4
전공핵심,EDU2003-01,서양교육사,이호찬,목10:00-10:50【50306】 목11:00-11:50【50306】【1h(ON)+2h(OFF)】,3,0,30
전공핵심,EDU2006-01,교육과정,노진아,월18:00-19:15【50304】 월19:30-20:45【50304】,3,4.78,25
전공(대학원)/전공,PSD4002-01,중국과한반도,김소연,월15:00-16:15【61804】 월16:30-17:45【61804】,3,0,12
전공핵심,EBM2035-41,바이오메카트로닉스연구프로젝트,박진성,화16:30-17:45【61209】 목15:00-16:15【61209】,3,0,13
전공핵심,EBM2039-41,고체역학,황헌,화09:00-10:15【61209】 화10:30-11:45【61209】,3,0,9
전공일반,EBM3014-41,바이오계측공학,박진성,수15:00-16:15【61106A】【0.5h(ON)+1.5h(OFF)】,2,5,33
실험실습,EBM3015-41,바이오계측공학실습,박진성,수17:00-17:50【61106A】 수18:00-18:50【61106A】,1,5,33
전공핵심,EBM3085-41,빅데이터분석공학,유학제,수09:00-10:15【62157B】 수10:30-11:45【62157B】,3,0,33
전공일반,IBT3018-41,종양생물학,이종성,금16:30-17:45【62355】【1.5h(ON)+1.5h(OFF)】,3,3.35,33
전공핵심,PHR2012-41,약품분자생물학,조은정,금13:00-13:50【530250】 금14:00-14:50【530250】 금15:00-15:50【530250】,3,3.89,74
전공일반,SPT3060-41,인체병리생리학,조진경,월09:00-10:15【51306】【1.5h(ON)+1.5h(OFF)】,3,5,74
전공일반,SPT3069-41,골프II,김지철,수09:00-09:50【51307】 수10:00-10:50【51307】,1,0,19
전공핵심,PHR2011-41,생약학2,김충섭,수09:00-09:50【530150】 수10:00-10:50【530150】,2,5,44
전공핵심,PHR2027-41,약물동력학,신범수,월15:00-15:50【530254】 월16:00-16:50【530254】 월17:00-17:50【530254】,3,5,58
전공핵심,PHR2045-41,물리약학1,이기영,화15:00-15:50【530250】 화16:00-16:50【530250】,2,0,67
전공일반,PHR3127-41,약무정책개론,이의경,수14:00-14:50【530254】 수15:00-15:50【530254】,2,5,89
전공일반,DES2020-01,디자인워크숍1,이혜진,화12:00-13:15【61206】 화13:30-14:45【61206】,3,4,22
전공일반,DAT3056-01,내러티브의재구성,원창재,월12:00-13:15【61414】 월13:30-14:45【61414】,3,5,13
전공핵심,FTM2071-01,영상편집기초,원창재,월09:00-10:15【61415】 월10:30-11:45【61415】,2,0,28
전공핵심,EEE2010-44,전기자기학2,황금철,월10:30-11:45【26223】 수09:00-10:15【26223】,3,4.89,55
전공일반/전공핵심,ECO2001-05,경제학원론1,최한실,금12:00-13:15【31704】 금13:30-14:45【31704】,3,4.45,70
전공일반,ECO2011-01,경제통계분석,김준성,월09:00-10:15【31403】 수10:30-11:45【31403】,3,5,80
전공일반,ECO2011-02,경제통계분석,김준성,월10:30-11:45【31405】 수09:00-10:15【31405】,3,5,71
전공일반,ECO3043-01,머신러닝과경제금융시계열예측,한희준,목15:00-16:15【31404】【1.5h(ON)+1.5h(OFF)】,3,5,39
전공(대학원)/전공,ECO4006-01,계량경제학1,한희준,화12:00-13:15【32211】 화13:30-14:45【32211】,3,0,20
전공일반,CAL3072-41,건설계측신호및시스템,박승희,금09:00-10:15【26217A】 금10:30-11:45【26217A】,3,3.5,4
전공(대학원)/전공,ECH7008-41,화공세미나2,방석호,수16:00-16:50【23219】,1,5,28
전공핵심,PIL2004-01,현대사회와범죄,이경열,화10:30-11:45【20210】 목09:00-10:15【20210】,3,2.7,10
전공일반,EME3006-41,응용열역학,박문수,화09:00-10:15【22312】 목10:30-11:45【22312】,3,3.56,24
전공(대학원)/전공,EME7002-41,플라즈마기초,박문수,화12:00-13:15【22302】 화13:30-14:45【22302】,3,0,6
전공핵심,EBM2041-41,전자기학II,박주형,목18:00-19:15【61209】【1.5h(ON)+1.5h(OFF)】,3,3.5,49
전공일반,EBM3094-41,바이오디자인개론,김형건,화13:30-14:45【61209】 목12:00-13:15【61209】,3,0,8
전공일반,EBM3095-41,VR프로그래밍,김형건,월15:00-16:15【62157B】【0.5h(ON)+1.5h(OFF)】,2,0,12
실험실습,EBM3096-41,VR프로그래밍실습,김형건,월17:00-17:50【62157B】 월18:00-18:50【62157B】,1,0,12
전공일반,IBB3017-41,계산생물학의최신동향,발라찬드란마나발란,화12:00-13:15【62306】 목13:30-14:45【62306】,3,5,58
전공핵심/전공일반,DES3038-01,인포메이션디자인,신수현,수10:30-11:45【61202】【1.5h(ON)+1.5h(OFF)】,3,0,16
전공,SPT2045-41,스포츠재무관리,편현웅,월13:30-14:45【51306】 수12:00-13:15【51306】,3,4.11,50
전공일반,SPT3079-41,필라테스(기구),이상희,수15:00-15:50【05132】 수16:00-16:50【05132】,1,4,19
전공핵심,PHR2044-41,유전학,현재경,목09:00-09:50【530250】 목10:00-10:50【530250】 목11:00-11:50【530250】,3,0,65
전공일반,PHR3147-41,분자전자현미경학,현재경,월16:00-16:50【530154】 월17:00-17:50【530154】,2,0,54
전공(대학원)/전공,MED7002-41,AI의료윤리,김형진,월18:00-18:50【미지정】 월19:00-19:50【미지정】 월20:00-20:50【미지정】,3,0,2
전공일반,ASE3002-41,반도체제품개론,고관협,월09:00-10:15【330110】 월10:30-11:45【330110】,3,0,69
전공,SDI4005-01,신규상품및서비스디자인,채인아,금15:00-16:15【33212】 금16:30-17:45【33212】,3,0,7
전공,GSGE008-81,신제품개발론,천보문,토10:30-11:50【85712】,2,0,0
전공핵심,BIZ2022-07,회계원리,서정연,월18:00-19:15【33302】 월19:30-20:45【33302】,3,0,39
전공일반,BUS2005-04,소비자행동,한영지,목09:00-10:15【미지정】 목10:30-11:45【미지정】,3,3.6,44
전공일반,BUS2007-05,투자론,최서연,수18:00-19:15【33303】【1.5h(ON)+1.5h(OFF)】,3,0,60
전공일반,BUS2027-02,세법개론,허윤영,금18:00-19:15【33302】 금19:30-20:45【33302】,3,4.5,55
전공일반,BUS2029-02,중급회계1,문해원,화18:00-19:15【33302】 화19:30-20:45【33302】,3,2.88,46
전공일반,BUS3041-01,기업가정신개론,권복연,화09:00-10:15【33219】 화10:30-11:45【33219】,3,5,48
전공(대학원)/전공,DBA4010-01,소비자행동연구,한영지,금12:00-13:15【33527】 금13:30-14:45【33527】,3,0,2
전공일반/전공핵심,ECO2001-02,경제학원론1,정미경,월15:00-16:15【31705】 수16:30-17:45【31705】,3,3.76,68
전공일반/전공핵심,EPN2006-01,앙트레프레너십과혁신역량,임정연,목18:00-19:15【33219】 목19:30-20:45【33219】,3,4.32,33
전공일반,ERC3001-01,글로벌캡스톤디자인,임수정,금15:00-16:15【61413】 금16:30-17:45【61413】,3,0,20
전공(대학원)/전공,ERP4001-01,창의심화탐구,,미지정,3,0,8
전공일반,EPN3013-01,공감기반가치제안디자인,임정연,화16:30-17:45【33219】 목15:00-16:15【33219】,3,4.92,21
전공일반/전공핵심,MCJ3014-01,IMC광고론,유희승,목09:00-10:15【61801】 목10:30-11:45【61801】,3,5,74
전공핵심,ECO2002-03,경제학원론2,장선구,목18:00-19:15【33303】 목19:30-20:45【33303】,3,4.67,89
전공핵심,ECO2003-04,미시경제학,변형호,월13:30-14:45【31704】 수12:00-13:15【31704】,3,3,34
전공일반,ECO2006-03,경제사,송병건,목13:30-14:45【31403】【1.5h(ON)+1.5h(OFF)】,3,4.56,53
전공일반,ECO2012-01,산업조직론,박민수,화12:00-13:15【32210】 목13:30-14:45【32210】,3,4.31,88
전공일반,ECO2012-02,산업조직론,박민수,화16:30-17:45【32210】 목15:00-16:15【32210】,3,4.31,69
전공일반,ECO3014-01,재정정책,장선구,목10:30-11:45【31705】【1.5h(ON)+1.5h(OFF)】,3,0,84
전공일반,ECO3014-02,재정정책,장선구,목12:00-13:15【31705】【1.5h(ON)+1.5h(OFF)】,3,0,89
전공일반,ECO3015-03,국제금융론,김경수,월13:30-14:45【31705】 수12:00-13:15【31705】,3,3.4,65
전공일반,ECO3018-02,국제통상론,정미경,월16:30-17:45【31704】 수15:00-16:15【31704】,3,3.96,81
전공일반,ECO3034-01,파생금융상품론,류두진,목09:00-10:15【31405】 목10:30-11:45【31405】,3,4.8,22
전공핵심,PSD2022-01,국제정치론,조현승,금18:00-19:15【61705】【1.5h(ON)+1.5h(OFF)】,3,0,52
전공일반,ADD3025-41,건축설비,심지수,화09:00-10:15【26312】 화10:30-11:45【26312】,3,3.67,53
실험실습,ADD3028-41,건축설계현장실습2A,,미지정,3,0,1
전공일반,CAL2061-41,수목원세미나,최혜영,화12:00-12:50【61301A】,1,0,17
전공핵심,CAL2076-41,공원및오픈스페이스설계,최혜영,금09:00-10:15【61301A】 금10:30-11:45【61301A】,3,0,7
전공일반,CAL3018-41,IndividualStudy2,심지수,미지정,2,0,17
전공일반,CAL3020-41,건축공학현장실습1B,,미지정,2,0,0
전공일반,CAL3022-41,건축공학현장실습2B,,미지정,3,0,0
전공일반,CAL3024-41,건축공학현장실습3B,,미지정,4,0,0
전공일반,CAL3091-41,건설환경현장실습1B,,미지정,2,0,0
전공일반,CAL3092-41,건설환경현장실습2B,,미지정,3,0,0
전공일반,CAL3102-41,조경현장실습2,,미지정,4,0,0
전공일반,CAL3122-41,조경현장실습1,,미지정,3,0,0
전공일반,ERC2007-41,공학수치해석,전경수,목09:00-10:15【26307】 목10:30-11:45【26307】,3,4.33,39
전공핵심,ADD2003-42,기본설계2,김성아,수10:30-11:45【22526】 수12:00-13:15【22526】 수13:30-14:45【22526】 수15:00-16:15【22526】,3,5,5
전공핵심,ADD2007-42,건축설계스튜디오2,박은주,화13:30-14:45【22526】 화15:00-16:15【22526】 화16:30-17:45【22526】 화18:00-19:10【22526】 금13:30-14:45【22526】 금15:00-16:15【22526】 금16:30-17:45【22526】 금18:00-19:10【22526】,6,0,4
실험실습,ADD2021-41,디지털모델링,박근우,월09:00-09:50【22534】 월10:00-10:50【22534】 월11:00-11:50【22534】 월12:00-12:50【22534】 월13:00-13:50【22534】 월14:00-14:50【22534】,3,5,25
실험실습,ADD2021-42,디지털모델링,박근우,목09:00-09:50【22534】 목10:00-10:50【22534】 목11:00-11:50【22534】 목12:00-12:50【22534】 목13:00-13:50【22534】 목14:00-14:50【22534】,3,5,28
전공핵심,ADD2033-45,건축종합설계스튜디오4,페드로페레이라,월13:30-14:45【22532】 월15:00-16:15【22532】 월16:30-17:45【22532】 월18:00-19:10【22532】 목13:30-14:45【22532】 목15:00-16:15【22532】 목16:30-17:45【22532】 목18:00-19:10【22532】,6,4.33,6
전공핵심,ADD3016-43,건축설계스튜디오8,정관택,월13:30-14:45【22529】 월15:00-16:15【22529】 월16:30-17:45【22529】 월18:00-19:10【22529】 목15:00-16:15【22529】 목16:30-17:45【22529】 목18:00-19:10【22529】 목19:20-20:30【22529】,6,0,4
전공일반,ECH2011-41,화공기기분석,김명준,월15:00-16:15【26507】【1.5h(ON)+1.5h(OFF)】,3,0,55
전공일반,ECH2018-43,공업물리화학2,조슈아잭맨,월12:00-13:15【26308】 수13:30-14:45【26308】,3,4.85,85
전공일반,ECH2030-41,융복합소재개론,김진웅,화16:30-17:45【26507】【1.5h(ON)+1.5h(OFF)】,3,4.24,57
전공핵심,ECH2032-41,화공열및물질전달,남재도,월13:30-14:45【26308】 수12:00-13:15【26308】,3,4.12,89
전공핵심,ECH2032-43,화공열및물질전달,양우석,화09:00-10:15【26308】 목10:30-11:45【26308】,3,4.82,83
전공일반,ECH3010-42,에너지공학,이상욱,월13:30-14:45【26505】 수12:00-13:15【26505】,3,0,27
실험실습,ECH3024-43,화학공학실험1,남재도,수18:00-18:50【24208】 수19:00-19:50【24208】 수20:00-20:50【24208】 수21:00-21:45【24208】,2,4,29
실험실습,ECH3025-42,화학공학실험2,이동현,화18:00-18:50【24103B】 화19:00-19:50【24103B】 화20:00-20:50【24103B】 화21:00-21:45【24103B】,2,4.34,27
전공일반,ECH3052-41,공정설계입문,최우석,수09:00-10:15【26310】 수10:30-11:45【26310】,3,4.44,72
전공핵심,ECH3053-41,반응공학,유필진,월10:30-11:45【26308】 수09:00-10:15【26308】【1h(ON)+3h(OFF)[4시간]】,3,4.18,58
전공핵심,ECH3055-42,화공및고분자종합설계,최우석,월09:00-10:15【26507】 월10:30-11:45【26507】,3,3.47,14
전공일반,ECH3060-41,화공전자재료,이상욱,월18:00-19:15【26308】【1.5h(ON)+1.5h(OFF)】,3,0,18
전공일반,ECH3067-42,공정제어및설계,김지용,화15:00-15:50【26308】 화16:00-16:50【26308】【1h(ON)+2h(OFF)】,3,0,46
실험실습,ECH3068-41,물리화학기초실험,남재도,월18:00-18:50【24209】 월19:00-19:50【24209】 월20:00-20:50【24209】 월21:00-21:45【24209】,2,0,40
전공(대학원)/전공,ECH7006-41,생명공학연구동향및응용,조슈아잭맨,월15:00-16:15【26504】 월16:30-17:45【26504】,3,5,11
실험실습,EME2006-41,전산제도,최경후,목12:00-12:50【22306】 목13:00-13:50【22306】,1,0,26
실험실습,EME2006-42,전산제도,최경후,금09:00-09:50【22306】 금10:00-10:50【22306】,1,0,11
실험실습,EME2006-43,전산제도,최경후,금12:00-12:50【22306】 금13:00-13:50【22306】,1,0,16
전공핵심,EME2007-42,열역학,김재훈,월16:30-17:45【22310】 수15:00-16:15【22310】,3,2.5,6
전공핵심,EME2008-44,유체역학,장두준,수16:30-17:45【22310】【1.5h(ON)+1.5h(OFF)】,3,0,45
전공일반,EME2013-41,기계재료,김경훈,월12:00-13:15【22301】 수13:30-14:45【22301】,3,4.72,33
전공일반,EME3019-41,기계진동학,김규남,월09:00-10:15【22312】 수10:30-11:45【22312】,3,5,55
실험실습,EME3055-41,고체역학설계실습,김경훈,월15:00-15:50【22301】 월16:00-16:50【22301】 월17:00-17:50【22301】 월18:00-18:50【22301】 월19:00-19:50【22301】 월20:00-20:50【22301】,3,4.83,23
실험실습,EME3058-41,종합설계실습,이은호,화15:00-15:50【22301】 화16:00-16:50【22301】 화17:00-17:50【22301】 화18:00-18:50【22301】 화19:00-19:50【22301】 화20:00-20:50【22301】,3,4.67,36
전공일반,EME3073-41,소성공학,이은호,화12:00-13:15【22310】 목13:30-14:45【22310】,3,4.88,12
전공일반,EME3076-41,기계공학도를위한인공지능입문,이상원,수09:00-09:50【21302】 수10:00-10:50【21302】【1h(ON)+2h(OFF)】,3,4.27,21
전공일반,EME3085-41,기계공학현장실습2,김성민,미지정,2,0,2
전공일반,EME3086-41,기계공학현장실습3,김성민,미지정,3,0,1
전공일반,EME3087-41,기계공학현장실습5,김성민,미지정,5,0,0
전공일반,EME3088-41,기계공학연구실습2,김성민,미지정,2,0,5
전공일반,EME3089-41,기계공학연구실습3,김성민,미지정,3,3,14
전공(대학원)/전공,SNT4004-41,나노반도체재료,홍영준,화15:00-16:15【83140】 화16:30-17:45【83140】,3,0,2
전공(대학원)/전공,SNT4027-42,태양전지,신성식,화13:30-14:45【83140】【1.5h(ON)+1.5h(OFF)】,3,0,2
전공핵심,ESM2001-41,경영과학(OR)및실습1,이희상,수15:00-16:15【26421】【1.5h(ON)+1.5h(OFF)】,3,3.22,65
전공일반,ESM3044-41,시스템경영공학현장실습3,손미애,미지정,3,0,1
전공일반,ESM3045-41,시스템경영공학현장실습3A,손미애,미지정,3,0,1
전공일반,ESM3046-41,시스템경영공학현장실습3B,손미애,미지정,3,0,0
전공핵심,ESM3050-41,시스템경영공학종합설계,임동준,화18:00-19:15【26505】【1.5h(ON)+1.5h(OFF)】,3,4.96,18
전공일반,ESM3061-41,데이터마이닝,이수지,월12:00-13:15【미지정】 수13:30-14:45【미지정】,3,5,118
전공일반,ESM3069-41,시스템경영공학현장실습2,손미애,미지정,2,0,0
전공일반,ESM3070-41,시스템경영공학현장실습2A,손미애,미지정,2,0,0
전공일반,ESM3071-41,시스템경영공학현장실습2B,손미애,미지정,2,0,0
전공일반,ESM3072-41,시스템경영공학현장실습5,손미애,미지정,9,0,1
전공일반,ESM3074-41,차세대컴퓨터인터페이스설계,이성일,수10:00-10:50【26307】 수11:00-11:50【26307】【1h(ON)+2h(OFF)】,3,4.75,17
전공일반,ESM3076-41,시스템경영공학현장실습4,손미애,미지정,6,0,1
전공일반,ESM3077-41,시스템경영공학현장실습4A,손미애,미지정,6,0,0
전공일반,ESM3078-41,시스템경영공학현장실습4B,손미애,미지정,6,0,0
전공핵심,ESM3086-41,유니버설디자인의이해,이성일,화13:30-14:45【26421】【1.5h(ON)+1.5h(OFF)】,3,3.81,53
전공일반,ESM3087-41,시스템경영공학실습2A,손미애,미지정,2,0,0
전공일반,ESM3088-41,시스템경영공학실습2B,손미애,미지정,2,0,0
전공일반,ESM3089-41,시스템경영공학실습3A,손미애,미지정,3,0,0
